company,company_id,company_size,country,country_iso3,bundle_id,industry,year,indicator,value,unit_of_measure,sub_code,id
Cloetta AB,3253,Large,Sweden,SWE,18881,Processed Foods,2016,Total energy consumption within the organization,648000,GJ,302-1-e,3033003
Riken Vitamin Co Ltd,21451,Small,Japan,JPN,27781,Processed Foods,2016,Water withdrawal from all areas,464000,m3,303-3-a,10054255
Riken Vitamin Co Ltd,21451,Small,Japan,JPN,27781,Processed Foods,2016,Water consumption from all areas with water stress,464000,m3,303-5-b,10054292
Grupo Herdez SAB de CV,5896,Large,Mexico,MEX,49807,Processed Foods,2016,Total weight of waste generated,40999,Metric tons,306-3-a,19183268
Cloetta AB,3253,Large,Sweden,SWE,18881,Processed Foods,2016,"Total electricity, heating, cooling and steam consumption",648000,GJ,302-1-c,3033159
The Hershey Company,4436,Large,United States,USA,28567,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,190412,Metric tons of CO2-equivalent,305-2-b,10039497
Lantmännen ek för,3305,Medium,Sweden,SWE,28190,Processed Foods,2016,Communicated anti-corruption policies to employees,7302,number_of_employees,205-2-b,19922076
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Water withdrawal from all areas,31858298,m3,303-3-a,5892474
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Total weight of waste diverted from disposal,406653,Metric tons,306-4-a,5893571
Carozzi SA,7756,Small,Chile,CHL,57945,Processed Foods,2016,Total energy consumption outside of the organization,2596647,GJ,302-2-a,27290696
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,21342,Processed Foods,2016,Gross other indirect (Scope 3) GHG emissions,254353,Metric tons of CO2-equivalent,305-3-a,1471351
Campbell's,3958,Large,United States,USA,28449,Processed Foods,2016,Total weight of waste generated,450814,Metric tons,306-3-a,9439521
Nissui Corp,6127,Large,Japan,JPN,28900,Processed Foods,2016,Scope 1 biogenic CO2 emissions,277081,Metric tons of CO2-equivalent,305-1-c,9905871
Grupo Arcor SA,5546,Large,Argentina,ARG,28813,Processed Foods,2016,Water withdrawal breakdown by sources,24385783,m3,303-3-c,8725472
The Hershey Company,4436,Large,United States,USA,28567,Processed Foods,2016,Tax information by jurisdiction,425500000,USD,207-4-b,29204238
Grupo Herdez SAB de CV,5896,Large,Mexico,MEX,49807,Processed Foods,2016,Total weight of waste directed to disposal,40999,Metric tons,306-5-a,19183621
Lantmännen ek för,3305,Medium,Sweden,SWE,28190,Processed Foods,2016,Employees anti-corruption training,7302,number_of_employees,205-2-e,19922120
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,21342,Processed Foods,2016,Significant air emissions,130.22,Metric tons,305-7-a,20588039
Kellogg Company,4313,Large,United States,USA,19781,Processed Foods,2016,Water withdrawal from all areas,13241100,m3,303-3-a,5931056
Carozzi SA,7756,Small,Chile,CHL,57945,Processed Foods,2016,Total fuel consumption from renewable sources,114375,GJ,302-1-b,27290676
Campbell Soup Company,2698,Large,United States,USA,18443,Processed Foods,2016,Total number and monetary value of fines for instances of non-compliance with laws and regulations,1500,USD,2-27-b,19694446
Lantmännen ek för,3305,Medium,Sweden,SWE,28190,Processed Foods,2016,Total fuel consumption from non-renewable sources,1289000,GJ,302-1-a,9401996
Carozzi SA,7756,Small,Chile,CHL,57945,Processed Foods,2016,Total energy consumption within the organization,2596647,GJ,302-1-e,27290681
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,49805,Processed Foods,2016,Water consumption from all areas with water stress,4661123,m3,303-5-b,18819943
Carozzi SA,7756,Small,Chile,CHL,57945,Processed Foods,2016,"Total electricity, heating, cooling and steam consumption",2596647,GJ,302-1-c,27290711
Nissui Corp,6127,Large,Japan,JPN,28900,Processed Foods,2016,Total weight of non-hazardous waste diverted from disposal,38517,Metric tons,306-4-c,9904514
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Total weight of non-hazardous waste directed to disposal,46392,Metric tons,306-5-c,5893411
Carozzi SA,7756,Small,Chile,CHL,57945,Processed Foods,2016,Total fuel consumption from non-renewable sources,1784309,GJ,302-1-a,27290713
Campbell's,3958,Large,United States,USA,28449,Processed Foods,2016,Gross location-based energy indirect (Scope 2) GHG emissions,321939,Metric tons of CO2-equivalent,305-2-a,9439536
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Number of suppliers assessed for social impacts,39,number_of_suppliers,414-2-a,28767805
Kellogg Company,4313,Large,United States,USA,19781,Processed Foods,2016,Total weight of non-hazardous waste directed to disposal,244435,Metric tons,306-5-c,5931604
Nordzucker AG,7831,Large,Germany,DEU,29511,Processed Foods,2016,Employee breakdown by gender and region,3206,number_of_employees,2-7-a,9644205
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Number of suppliers assessed for environmental impacts,275,number_of_suppliers,308-2-a,28768837
Campbell's,3958,Large,United States,USA,28449,Processed Foods,2016,Gross direct (Scope 1) GHG emissions,403057,Metric tons of CO2-equivalent,305-1-a,9439516
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Suppliers with negative environmental impacts,7,number_of_suppliers,308-2-b,28767802
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,49805,Processed Foods,2016,Total energy consumption within the organization,20144094,GJ,302-1-e,18820655
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Water consumption from all areas,31858298,m3,303-5-a,5892850
Kellogg Company,4313,Large,United States,USA,19781,Processed Foods,2016,"Total electricity, heating, cooling and steam consumption",14.17,GJ,302-1-c,5931071
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Total weight of waste directed to disposal,233,Metric tons,306-5-a,21617559
Lantmännen ek för,3305,Medium,Sweden,SWE,28190,Processed Foods,2016,Total fuel consumption from renewable sources,1426800,GJ,302-1-b,9401894
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Water withdrawal breakdown by sources,31858298,m3,303-3-c,5893373
Campbell's,3958,Large,United States,USA,28449,Processed Foods,2016,Total weight of non-hazardous waste diverted from disposal,406653,Metric tons,306-4-c,9439531
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,49805,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,292632,Metric tons of CO2-equivalent,305-2-b,18820996
The Hershey Company,4436,Large,United States,USA,28567,Processed Foods,2016,Employee breakdown by gender and region,35960,number_of_employees,2-7-a,10039326
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,27784,Processed Foods,2016,Water consumption from all areas with water stress,299398,m3,303-5-b,9367208
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Total weight or volume of materials used in produced and packaged products,1151719,Metric tons,301-1-a,28767872
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Total value of financial political contributions,0,USD,415-1-a,28768788
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,36370,Processed Foods,2016,Total weight of waste generated,10.12,Metric tons,306-3-a,12501177
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Total monetary value of government financial assistance received,1738095,USD,201-4-a,28768785
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Total number and monetary value of fines for instances of non-compliance with laws and regulations,0,USD,2-27-b,19707113
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,49805,Processed Foods,2016,Gross direct (Scope 1) GHG emissions,1007591,Metric tons of CO2-equivalent,305-1-a,18821277
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Employees anti-corruption training,671,number_of_employees,205-2-e,19707033
Kellogg Company,4313,Large,United States,USA,19781,Processed Foods,2016,Water consumption from all areas,13241100,m3,303-5-a,5931034
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Incidents of non-compliance with regulations regarding the health and safety impacts of products and services,4,number_of_incidents,416-2-a,19707211
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Incidents of discrimination,0,number_of_incidents,406-1-a,28769226
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Incidents of non-compliance with regulations concerning marketing communications,1,number_of_incidents,417-3-a,30557318
The Hershey Company,4436,Large,United States,USA,28567,Processed Foods,2016,Total weight of waste generated,42899,Metric tons,306-3-a,10039605
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Confirmed incidents of corruption,0,number_of_incidents,205-3-a,28767799
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Total energy consumption within the organization,3888000,GJ,302-1-e,21617458
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Water consumption from all areas,8100000,m3,303-5-a,21617609
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Total weight of waste directed to disposal,450814,Metric tons,306-5-a,5893609
The Hershey Company,4436,Large,United States,USA,28567,Processed Foods,2016,Gross location-based energy indirect (Scope 2) GHG emissions,190412,Metric tons of CO2-equivalent,305-2-a,10039500
Campbell's,3958,Large,United States,USA,28449,Processed Foods,2016,Total energy consumption outside of the organization,10114780.04,GJ,302-2-a,9439625
Associated British Foods PLC,2484,Large,United Kingdom,GBR,18275,Processed Foods,2016,Total weight of waste generated,1000000,Metric tons,306-3-a,4021150
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,27784,Processed Foods,2016,Water withdrawal from all areas,299398,m3,303-3-a,9367199
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,724996,Metric tons of CO2-equivalent,305-2-b,5892609
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,"Total electricity, heating, cooling and steam consumption",3888000,GJ,302-1-c,21617577
Molson Coors Beverage Company,2941,Large,United States,USA,28077,Processed Foods,2016,Employee breakdown by gender and region,8600,number_of_employees,2-7-a,9174029
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Water withdrawal from all areas,8100000,m3,303-3-a,21617473
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Gross other indirect (Scope 3) GHG emissions,1250585,Metric tons of CO2-equivalent,305-3-a,21617617
Orkla ASA,4970,Large,Norway,NOR,20637,Processed Foods,2016,Gross direct (Scope 1) GHG emissions,122163,Metric tons of CO2-equivalent,305-1-a,21617533
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,27784,Processed Foods,2016,Water consumption from all areas,299398,m3,303-5-a,9367209
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,21342,Processed Foods,2016,Total weight of waste diverted from disposal,296876,Metric tons,306-4-a,1472083
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,27784,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,18295,Metric tons of CO2-equivalent,305-2-b,9367224
Kellogg Company,4313,Large,United States,USA,19781,Processed Foods,2016,Total energy consumption within the organization,14165300,GJ,302-1-e,5931049
Campbell Soup Company,2698,Large,United States,USA,18444,Processed Foods,2016,Gross direct (Scope 1) GHG emissions,403057,Metric tons of CO2-equivalent,305-1-a,5893401
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2016,Total energy consumption within the organization,34711.2,GJ,302-1-e,8841631
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2016,"Total electricity, heating, cooling and steam consumption",54093.6,GJ,302-1-c,8841672
Campbell Soup Company,2698,Large,United States,USA,18443,Processed Foods,2016,"Total electricity, heating, cooling and steam consumption",10114780.04,GJ,302-1-c,3869381
Grupo Bimbo SAB de CV,5894,Large,Mexico,MEX,49805,Processed Foods,2016,Total weight or volume of materials used in produced and packaged products,80.86,Metric tons,301-1-a,29715307
Grupo Arcor SA,5546,Large,Argentina,ARG,28813,Processed Foods,2016,Total weight of hazardous waste diverted from disposal,363.21,Metric tons,306-4-b,8725431
Nissui Corp,6127,Large,Japan,JPN,28900,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,136954,Metric tons of CO2-equivalent,305-2-b,9904530
Molson Coors Beverage Company,2941,Large,United States,USA,28077,Processed Foods,2016,Total number of significant instances of non-compliance with laws and regulations,1,number_of_instances,2-27-a,19908462
Associated British Foods PLC,2484,Large,United Kingdom,GBR,18275,Processed Foods,2016,Total fuel consumption from renewable sources,40341600,GJ,302-1-b,4021115
Kellogg Company,4313,Large,United States,USA,19781,Processed Foods,2016,Total weight of non-hazardous waste diverted from disposal,244435,Metric tons,306-4-c,5931570
"Flowers Foods, Inc.",3164,Large,United States,USA,36151,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,229132,Metric tons of CO2-equivalent,305-2-b,12724437
"General Mills, Inc.",3098,Large,United States,USA,18735,Processed Foods,2016,Total fuel consumption from renewable sources,513420,GJ,302-1-b,2731807
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,28228,Processed Foods,2016,Number of suppliers assessed for social impacts,18,number_of_suppliers,414-2-a,29167319
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,28229,Processed Foods,2016,Total energy consumption within the organization,1749600,GJ,302-1-e,9367855
Lindt & Sprüngli AG,3379,Large,Switzerland,CHE,28228,Processed Foods,2016,Number of suppliers assessed for environmental impacts,18,number_of_suppliers,308-2-a,29167291
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,28347,Processed Foods,2016,New employee hires,157,number_of_employees,401-1-a,29167276
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,28347,Processed Foods,2016,Total weight of waste directed to disposal,10.12,Metric tons,306-5-a,8675671
Itoham Yonekyu Holdings Inc.,13407,Large,Japan,JPN,34170,Processed Foods,2016,Gross location-based energy indirect (Scope 2) GHG emissions,181719,Metric tons of CO2-equivalent,305-2-a,12164641
Itoham Yonekyu Holdings Inc.,13407,Large,Japan,JPN,34170,Processed Foods,2016,Gross direct (Scope 1) GHG emissions,194533,Metric tons of CO2-equivalent,305-1-a,12164077
Calbee Inc,12032,Large,Japan,JPN,23929,Processed Foods,2016,GHG emissions reduced as a direct result of reduction initiatives,23000,Metric tons of CO2-equivalent,305-5-a,1559213
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,28347,Processed Foods,2016,Employee breakdown by gender and region,640,number_of_employees,2-7-a,8675506
Nippon Flour Mills Co Ltd,21449,Large,Japan,JPN,58464,Processed Foods,2016,Gross market-based energy indirect (Scope 2) GHG emissions,46600,Metric tons of CO2-equivalent,305-2-b,27260671
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,28347,Processed Foods,2016,Gross location-based energy indirect (Scope 2) GHG emissions,12410.63,Metric tons of CO2-equivalent,305-2-a,8675630
Pivovary Staropramen s.r.o.,3672,Large,Czechia,CZE,28347,Processed Foods,2016,Gross direct (Scope 1) GHG emissions,8713.56,Metric tons of CO2-equivalent,305-1-a,8675575
